experiment,figure,exists,what_it_explains,report_quality,missing_information,keep,regenerate,new_figure_needed
exp06-supcon,results/fast_repro/figures/exp06_supcon/exp06_ce_vs_supcon.png,true,训练或评估过程的原始可视化证据,report_ready,由中文图索引补充讲解口径,true,false,false
exp06-supcon,results/fast_repro/figures/exp06_supcon/per_class_f1.png,true,训练或评估过程的原始可视化证据,report_ready,由中文图索引补充讲解口径,true,false,false
exp06-supcon,results/fast_repro/figures/exp06_supcon/training_loss.png,true,训练或评估过程的原始可视化证据,report_ready,由中文图索引补充讲解口径,true,false,false
exp07-stage2,results/fast_repro/figures/exp07_stage2/exp07_stage1_threshold_tradeoff.png,true,冻结阈值下的权衡或网格结果,report_ready,由中文图索引补充讲解口径,true,false,false
exp07-stage2,results/fast_repro/figures/exp07_stage2/exp07_stage2_main_comparison.png,true,训练或评估过程的原始可视化证据,report_ready,由中文图索引补充讲解口径,true,false,false
exp07-stage2,results/fast_repro/figures/exp07_stage2/exp07_stage2_modeA_grid.png,true,冻结阈值下的权衡或网格结果,report_ready,由中文图索引补充讲解口径,true,false,false
exp07-stage2,results/fast_repro/figures/exp07_stage2/exp07_stage2_modeB_grid.png,true,冻结阈值下的权衡或网格结果,report_ready,由中文图索引补充讲解口径,true,false,false
exp07-stage2,results/fast_repro/figures/exp07_stage2/qualitative/error_filter_tp__10.jpg,true,成功与失败的定性案例,good,由中文图索引补充讲解口径,true,false,false
exp07-stage2,results/fast_repro/figures/exp07_stage2/qualitative/error_filter_tp__160.jpg,true,成功与失败的定性案例,good,由中文图索引补充讲解口径,true,false,false
exp07-stage2,results/fast_repro/figures/exp07_stage2/qualitative/error_filter_tp__245.jpg,true,成功与失败的定性案例,good,由中文图索引补充讲解口径,true,false,false
exp07-stage2,results/fast_repro/figures/exp07_stage2/qualitative/error_filter_tp__251.jpg,true,成功与失败的定性案例,good,由中文图索引补充讲解口径,true,false,false
exp07-stage2,results/fast_repro/figures/exp07_stage2/qualitative/error_filter_tp__262.jpg,true,成功与失败的定性案例,good,由中文图索引补充讲解口径,true,false,false
exp07-stage2,results/fast_repro/figures/exp07_stage2/qualitative/error_filter_tp__308.jpg,true,成功与失败的定性案例,good,由中文图索引补充讲解口径,true,false,false
exp07-stage2,results/fast_repro/figures/exp07_stage2/qualitative/error_filter_tp__364.jpg,true,成功与失败的定性案例,good,由中文图索引补充讲解口径,true,false,false
exp07-stage2,results/fast_repro/figures/exp07_stage2/qualitative/error_filter_tp__41.jpg,true,成功与失败的定性案例,good,由中文图索引补充讲解口径,true,false,false
exp07-stage2,results/fast_repro/figures/exp07_stage2/qualitative/error_reclassify__10.jpg,true,成功与失败的定性案例,good,由中文图索引补充讲解口径,true,false,false
exp07-stage2,results/fast_repro/figures/exp07_stage2/qualitative/error_reclassify__160.jpg,true,成功与失败的定性案例,good,由中文图索引补充讲解口径,true,false,false
exp07-stage2,results/fast_repro/figures/exp07_stage2/qualitative/error_reclassify__187.jpg,true,成功与失败的定性案例,good,由中文图索引补充讲解口径,true,false,false
exp07-stage2,results/fast_repro/figures/exp07_stage2/qualitative/error_reclassify__245.jpg,true,成功与失败的定性案例,good,由中文图索引补充讲解口径,true,false,false
exp07-stage2,results/fast_repro/figures/exp07_stage2/qualitative/error_reclassify__41.jpg,true,成功与失败的定性案例,good,由中文图索引补充讲解口径,true,false,false
exp07-stage2,results/fast_repro/figures/exp07_stage2/qualitative/error_reclassify__42.jpg,true,成功与失败的定性案例,good,由中文图索引补充讲解口径,true,false,false
exp07-stage2,results/fast_repro/figures/exp07_stage2/qualitative/success_filter_fp__10.jpg,true,成功与失败的定性案例,good,由中文图索引补充讲解口径,true,false,false
exp07-stage2,results/fast_repro/figures/exp07_stage2/qualitative/success_filter_fp__45.jpg,true,成功与失败的定性案例,good,由中文图索引补充讲解口径,true,false,false
exp07-stage2,results/fast_repro/figures/exp07_stage2/qualitative/success_filter_fp__60.jpg,true,成功与失败的定性案例,good,由中文图索引补充讲解口径,true,false,false
exp07-stage2,results/fast_repro/figures/exp07_stage2/qualitative/success_filter_fp__62.jpg,true,成功与失败的定性案例,good,由中文图索引补充讲解口径,true,false,false
exp07-stage2,results/fast_repro/figures/exp07_stage2/qualitative/success_filter_fp__70.jpg,true,成功与失败的定性案例,good,由中文图索引补充讲解口径,true,false,false
exp07-stage2,results/fast_repro/figures/exp07_stage2/qualitative/success_filter_fp__78.jpg,true,成功与失败的定性案例,good,由中文图索引补充讲解口径,true,false,false
exp07-stage2,results/fast_repro/figures/exp07_stage2/qualitative/success_keep_low_conf_tp__10.jpg,true,成功与失败的定性案例,good,由中文图索引补充讲解口径,true,false,false
exp07-stage2,results/fast_repro/figures/exp07_stage2/qualitative/success_keep_low_conf_tp__251.jpg,true,成功与失败的定性案例,good,由中文图索引补充讲解口径,true,false,false
exp07-stage2,results/fast_repro/figures/exp07_stage2/qualitative/success_keep_low_conf_tp__267.jpg,true,成功与失败的定性案例,good,由中文图索引补充讲解口径,true,false,false
exp07-stage2,results/fast_repro/figures/exp07_stage2/qualitative/success_keep_low_conf_tp__42.jpg,true,成功与失败的定性案例,good,由中文图索引补充讲解口径,true,false,false
exp07-stage2,results/fast_repro/figures/exp07_stage2/qualitative/success_keep_low_conf_tp__432.jpg,true,成功与失败的定性案例,good,由中文图索引补充讲解口径,true,false,false
exp07-stage2,results/fast_repro/figures/exp07_stage2/qualitative/success_keep_low_conf_tp__61.jpg,true,成功与失败的定性案例,good,由中文图索引补充讲解口径,true,false,false
exp07-stage2,results/fast_repro/figures/exp07_stage2/qualitative/success_reclassify__422.jpg,true,成功与失败的定性案例,good,由中文图索引补充讲解口径,true,false,false
exp07-stage2,results/fast_repro/figures/exp07_stage2/qualitative/success_reclassify__60.jpg,true,成功与失败的定性案例,good,由中文图索引补充讲解口径,true,false,false
exp07-stage2,results/fast_repro/figures/exp07_stage2/qualitative/success_reclassify__648.jpg,true,成功与失败的定性案例,good,由中文图索引补充讲解口径,true,false,false
exp07-stage2,results/fast_repro/figures/exp07_stage2/qualitative/success_reclassify__671.jpg,true,成功与失败的定性案例,good,由中文图索引补充讲解口径,true,false,false
exp07-stage2,results/fast_repro/figures/exp07_stage2/qualitative/success_reclassify__704.jpg,true,成功与失败的定性案例,good,由中文图索引补充讲解口径,true,false,false
exp09-simsiam,results/fast_repro/figures/exp09_simsiam/exp09_feature_std.png,true,训练或评估过程的原始可视化证据,report_ready,由中文图索引补充讲解口径,true,false,false
exp09-simsiam,results/fast_repro/figures/exp09_simsiam/exp09_simsiam_loss.png,true,训练或评估过程的原始可视化证据,report_ready,由中文图索引补充讲解口径,true,false,false
exp09-simsiam,results/fast_repro/figures/exp09_simsiam/exp09_transfer_verification.png,true,训练或评估过程的原始可视化证据,report_ready,由中文图索引补充讲解口径,true,false,false
exp09-simsiam,results/fast_repro/figures/exp09_simsiam/exp09_transfer_verification_summary.png,true,训练或评估过程的原始可视化证据,report_ready,由中文图索引补充讲解口径,true,false,false
exp11-retry1,results/final_test/exp11_retry1/artifacts/baseline_test_qualitative_grid.jpg,true,成功与失败的定性案例,good,由中文图索引补充讲解口径,true,false,false
exp11-retry1,results/final_test/exp11_retry1/artifacts/ultralytics/final_seed44_baseline/BoxF1_curve.png,true,训练或 P/R/F1/PR 曲线,report_ready,由中文图索引补充讲解口径,true,false,false
exp11-retry1,results/final_test/exp11_retry1/artifacts/ultralytics/final_seed44_baseline/BoxPR_curve.png,true,训练或 P/R/F1/PR 曲线,report_ready,由中文图索引补充讲解口径,true,false,false
exp11-retry1,results/final_test/exp11_retry1/artifacts/ultralytics/final_seed44_baseline/BoxP_curve.png,true,训练或 P/R/F1/PR 曲线,report_ready,由中文图索引补充讲解口径,true,false,false
exp11-retry1,results/final_test/exp11_retry1/artifacts/ultralytics/final_seed44_baseline/BoxR_curve.png,true,训练或 P/R/F1/PR 曲线,report_ready,由中文图索引补充讲解口径,true,false,false
exp11-retry1,results/final_test/exp11_retry1/artifacts/ultralytics/final_seed44_baseline/MaskF1_curve.png,true,训练或 P/R/F1/PR 曲线,report_ready,由中文图索引补充讲解口径,true,false,false
exp11-retry1,results/final_test/exp11_retry1/artifacts/ultralytics/final_seed44_baseline/MaskPR_curve.png,true,训练或 P/R/F1/PR 曲线,report_ready,由中文图索引补充讲解口径,true,false,false
exp11-retry1,results/final_test/exp11_retry1/artifacts/ultralytics/final_seed44_baseline/MaskP_curve.png,true,训练或 P/R/F1/PR 曲线,report_ready,由中文图索引补充讲解口径,true,false,false
exp11-retry1,results/final_test/exp11_retry1/artifacts/ultralytics/final_seed44_baseline/MaskR_curve.png,true,训练或 P/R/F1/PR 曲线,report_ready,由中文图索引补充讲解口径,true,false,false
exp11-retry1,results/final_test/exp11_retry1/artifacts/ultralytics/final_seed44_baseline/confusion_matrix.png,true,类别混淆结构,report_ready,由中文图索引补充讲解口径,true,false,false
exp11-retry1,results/final_test/exp11_retry1/artifacts/ultralytics/final_seed44_baseline/confusion_matrix_normalized.png,true,类别混淆结构,report_ready,由中文图索引补充讲解口径,true,false,false
exp11-retry1,results/final_test/exp11_retry1/artifacts/ultralytics/final_seed44_baseline/val_batch0_labels.jpg,true,训练或评估过程的原始可视化证据,supporting,需要中文图注与上下文,true,false,false
exp11-retry1,results/final_test/exp11_retry1/artifacts/ultralytics/final_seed44_baseline/val_batch0_pred.jpg,true,训练或评估过程的原始可视化证据,supporting,需要中文图注与上下文,true,false,false
exp11-retry1,results/final_test/exp11_retry1/artifacts/ultralytics/final_seed44_baseline/val_batch1_labels.jpg,true,训练或评估过程的原始可视化证据,supporting,需要中文图注与上下文,true,false,false
exp11-retry1,results/final_test/exp11_retry1/artifacts/ultralytics/final_seed44_baseline/val_batch1_pred.jpg,true,训练或评估过程的原始可视化证据,supporting,需要中文图注与上下文,true,false,false
exp11-retry1,results/final_test/exp11_retry1/artifacts/ultralytics/final_seed44_baseline/val_batch2_labels.jpg,true,训练或评估过程的原始可视化证据,supporting,需要中文图注与上下文,true,false,false
exp11-retry1,results/final_test/exp11_retry1/artifacts/ultralytics/final_seed44_baseline/val_batch2_pred.jpg,true,训练或评估过程的原始可视化证据,supporting,需要中文图注与上下文,true,false,false
exp11-retry1,results/final_test/exp11_retry1/qualitative/001_40.jpg,true,成功与失败的定性案例,good,由中文图索引补充讲解口径,true,false,false
exp11-retry1,results/final_test/exp11_retry1/qualitative/002_230.jpg,true,成功与失败的定性案例,good,由中文图索引补充讲解口径,true,false,false
exp11-retry1,results/final_test/exp11_retry1/qualitative/003_248.jpg,true,成功与失败的定性案例,good,由中文图索引补充讲解口径,true,false,false
exp11-retry1,results/final_test/exp11_retry1/qualitative/004_309.jpg,true,成功与失败的定性案例,good,由中文图索引补充讲解口径,true,false,false
exp11-retry1,results/final_test/exp11_retry1/qualitative/005_768.jpg,true,成功与失败的定性案例,good,由中文图索引补充讲解口径,true,false,false
exp11-retry1,results/final_test/exp11_retry1/qualitative/006_775.jpg,true,成功与失败的定性案例,good,由中文图索引补充讲解口径,true,false,false
exp11-retry1,results/final_test/exp11_retry1/qualitative/007_811.jpg,true,成功与失败的定性案例,good,由中文图索引补充讲解口径,true,false,false
exp11-retry1,results/final_test/exp11_retry1/qualitative/008_829.jpg,true,成功与失败的定性案例,good,由中文图索引补充讲解口径,true,false,false
exp11-retry1,results/final_test/exp11_retry1/qualitative/009_4.jpg,true,成功与失败的定性案例,good,由中文图索引补充讲解口径,true,false,false
exp11-retry1,results/final_test/exp11_retry1/qualitative/010_16.jpg,true,成功与失败的定性案例,good,由中文图索引补充讲解口径,true,false,false
exp11-retry1,results/final_test/exp11_retry1/qualitative/011_22.jpg,true,成功与失败的定性案例,good,由中文图索引补充讲解口径,true,false,false
exp11-retry1,results/final_test/exp11_retry1/qualitative/012_30.jpg,true,成功与失败的定性案例,good,由中文图索引补充讲解口径,true,false,false
exp11-retry1,results/final_test/exp11_retry1/qualitative/013_36.jpg,true,成功与失败的定性案例,good,由中文图索引补充讲解口径,true,false,false
exp11-retry1,results/final_test/exp11_retry1/qualitative/014_5.jpg,true,成功与失败的定性案例,good,由中文图索引补充讲解口径,true,false,false
exp11-retry1,results/final_test/exp11_retry1/qualitative/015_11.jpg,true,成功与失败的定性案例,good,由中文图索引补充讲解口径,true,false,false
exp11-retry1,results/final_test/exp11_retry1/qualitative/016_19.jpg,true,成功与失败的定性案例,good,由中文图索引补充讲解口径,true,false,false
exp11-retry1,results/final_test/exp11_retry1/qualitative/017_46.jpg,true,成功与失败的定性案例,good,由中文图索引补充讲解口径,true,false,false
exp11-retry1,results/final_test/exp11_retry1/qualitative/018_186.jpg,true,成功与失败的定性案例,good,由中文图索引补充讲解口径,true,false,false
exp11-retry1,results/final_test/exp11_retry1/qualitative/019_39.jpg,true,成功与失败的定性案例,good,由中文图索引补充讲解口径,true,false,false
exp11-retry1,results/final_test/exp11_retry1/qualitative/020_212.jpg,true,成功与失败的定性案例,good,由中文图索引补充讲解口径,true,false,false
exp11-retry1,results/final_test/exp11_retry1/qualitative/021_310.jpg,true,成功与失败的定性案例,good,由中文图索引补充讲解口径,true,false,false
exp11-retry1,results/final_test/exp11_retry1/qualitative/022_357.jpg,true,成功与失败的定性案例,good,由中文图索引补充讲解口径,true,false,false
exp11-retry1,results/final_test/exp11_retry1/qualitative/023_383.jpg,true,成功与失败的定性案例,good,由中文图索引补充讲解口径,true,false,false
exp11-retry1,results/final_test/exp11_retry1/qualitative/024_425.jpg,true,成功与失败的定性案例,good,由中文图索引补充讲解口径,true,false,false
exp11-retry1,results/final_test/exp11_retry1/qualitative/025_433.jpg,true,成功与失败的定性案例,good,由中文图索引补充讲解口径,true,false,false
exp11-retry1,results/final_test/exp11_retry1/qualitative/026_118.jpg,true,成功与失败的定性案例,good,由中文图索引补充讲解口径,true,false,false
exp11-retry1,results/final_test/exp11_retry1/qualitative/027_74.jpg,true,成功与失败的定性案例,good,由中文图索引补充讲解口径,true,false,false
exp11-retry1,results/final_test/exp11_retry1/qualitative/028_77.jpg,true,成功与失败的定性案例,good,由中文图索引补充讲解口径,true,false,false
exp11-retry1,results/final_test/exp11_retry1/qualitative/029_158.jpg,true,成功与失败的定性案例,good,由中文图索引补充讲解口径,true,false,false
exp11-retry1,results/final_test/exp11_retry1/qualitative/030_152.jpg,true,成功与失败的定性案例,good,由中文图索引补充讲解口径,true,false,false
exp11-retry1,results/final_test/exp11_retry1/qualitative/031_162.jpg,true,成功与失败的定性案例,good,由中文图索引补充讲解口径,true,false,false
exp11-retry1,results/final_test/exp11_retry1/qualitative/032_181.jpg,true,成功与失败的定性案例,good,由中文图索引补充讲解口径,true,false,false
exp11-retry1,results/final_test/exp11_retry1/qualitative/033_201.jpg,true,成功与失败的定性案例,good,由中文图索引补充讲解口径,true,false,false
exp11-retry1,results/final_test/exp11_retry1/qualitative/034_218.jpg,true,成功与失败的定性案例,good,由中文图索引补充讲解口径,true,false,false
exp11-retry1,results/final_test/exp11_retry1/qualitative/035_232.jpg,true,成功与失败的定性案例,good,由中文图索引补充讲解口径,true,false,false
exp11-retry1,results/final_test/exp11_retry1/qualitative/036_280.jpg,true,成功与失败的定性案例,good,由中文图索引补充讲解口径,true,false,false
exp11-retry1,results/final_test/exp11_retry1/qualitative/037_293.jpg,true,成功与失败的定性案例,good,由中文图索引补充讲解口径,true,false,false
exp11-retry1,results/final_test/exp11_retry1/qualitative/038_320.jpg,true,成功与失败的定性案例,good,由中文图索引补充讲解口径,true,false,false
exp11-retry1,results/final_test/exp11_retry1/qualitative/039_323.jpg,true,成功与失败的定性案例,good,由中文图索引补充讲解口径,true,false,false
exp11-retry1,results/final_test/exp11_retry1/qualitative/040_324.jpg,true,成功与失败的定性案例,good,由中文图索引补充讲解口径,true,false,false
exp11-retry1,results/final_test/exp11_retry1/qualitative/041_340.jpg,true,成功与失败的定性案例,good,由中文图索引补充讲解口径,true,false,false
exp11-retry1,results/final_test/exp11_retry1/qualitative/042_342.jpg,true,成功与失败的定性案例,good,由中文图索引补充讲解口径,true,false,false
exp11-retry1,results/final_test/exp11_retry1/qualitative/043_350.jpg,true,成功与失败的定性案例,good,由中文图索引补充讲解口径,true,false,false
exp11-retry1,results/final_test/exp11_retry1/qualitative/044_371.jpg,true,成功与失败的定性案例,good,由中文图索引补充讲解口径,true,false,false
exp11-retry1,results/final_test/exp11_retry1/qualitative/045_372.jpg,true,成功与失败的定性案例,good,由中文图索引补充讲解口径,true,false,false
exp11-retry1,results/final_test/exp11_retry1/qualitative/046_390.jpg,true,成功与失败的定性案例,good,由中文图索引补充讲解口径,true,false,false
exp11-retry1,results/final_test/exp11_retry1/qualitative/047_400.jpg,true,成功与失败的定性案例,good,由中文图索引补充讲解口径,true,false,false
exp11-retry1,results/final_test/exp11_retry1/qualitative/048_403.jpg,true,成功与失败的定性案例,good,由中文图索引补充讲解口径,true,false,false
exp11-retry1,results/final_test/exp11_retry1/qualitative/049_430.jpg,true,成功与失败的定性案例,good,由中文图索引补充讲解口径,true,false,false
exp11-retry1,results/final_test/exp11_retry1/qualitative/050_437.jpg,true,成功与失败的定性案例,good,由中文图索引补充讲解口径,true,false,false
exp11-retry1,results/final_test/exp11_retry1/qualitative/051_438.jpg,true,成功与失败的定性案例,good,由中文图索引补充讲解口径,true,false,false
exp11-retry1,results/final_test/exp11_retry1/qualitative/052_453.jpg,true,成功与失败的定性案例,good,由中文图索引补充讲解口径,true,false,false
exp11-retry1,results/final_test/exp11_retry1/qualitative/053_454.jpg,true,成功与失败的定性案例,good,由中文图索引补充讲解口径,true,false,false
exp11-retry1,results/final_test/exp11_retry1/qualitative/054_472.jpg,true,成功与失败的定性案例,good,由中文图索引补充讲解口径,true,false,false
exp11-retry1,results/final_test/exp11_retry1/qualitative/055_477.jpg,true,成功与失败的定性案例,good,由中文图索引补充讲解口径,true,false,false
exp11-retry1,results/final_test/exp11_retry1/qualitative/056_490.jpg,true,成功与失败的定性案例,good,由中文图索引补充讲解口径,true,false,false
exp11-retry1,results/final_test/exp11_retry1/qualitative/057_491.jpg,true,成功与失败的定性案例,good,由中文图索引补充讲解口径,true,false,false
exp11-retry1,results/final_test/exp11_retry1/qualitative/058_493.jpg,true,成功与失败的定性案例,good,由中文图索引补充讲解口径,true,false,false
exp11-retry1,results/final_test/exp11_retry1/qualitative/059_496.jpg,true,成功与失败的定性案例,good,由中文图索引补充讲解口径,true,false,false
exp11-retry1,results/final_test/exp11_retry1/qualitative/060_502.jpg,true,成功与失败的定性案例,good,由中文图索引补充讲解口径,true,false,false
exp11-retry1,results/final_test/exp11_retry1/qualitative/061_504.jpg,true,成功与失败的定性案例,good,由中文图索引补充讲解口径,true,false,false
exp11-retry1,results/final_test/exp11_retry1/qualitative/062_507.jpg,true,成功与失败的定性案例,good,由中文图索引补充讲解口径,true,false,false
exp11-retry1,results/final_test/exp11_retry1/qualitative/063_511.jpg,true,成功与失败的定性案例,good,由中文图索引补充讲解口径,true,false,false
exp11-retry1,results/final_test/exp11_retry1/qualitative/064_515.jpg,true,成功与失败的定性案例,good,由中文图索引补充讲解口径,true,false,false
exp10,results/final_verify/figures/exp10/exp10_difficult_classes.png,true,训练或评估过程的原始可视化证据,report_ready,由中文图索引补充讲解口径,true,false,false
exp10,results/final_verify/figures/exp10/exp10_fp_fn_three_seeds.png,true,三随机种子稳健性或配对效应,report_ready,由中文图索引补充讲解口径,true,false,false
exp10,results/final_verify/figures/exp10/exp10_mask_map_three_seeds.png,true,三随机种子稳健性或配对效应,report_ready,由中文图索引补充讲解口径,true,false,false
exp10,results/final_verify/figures/exp10/exp10_mean_std_main_metrics.png,true,训练或评估过程的原始可视化证据,report_ready,由中文图索引补充讲解口径,true,false,false
exp10,results/final_verify/figures/exp10/exp10_paired_hard_mining_delta.png,true,三随机种子稳健性或配对效应,report_ready,由中文图索引补充讲解口径,true,false,false
